method,fpr,tpr,auc
One-Class SVM,0.1582815149802148,0.2583201267828843,0.3426201736366494
One-Class SVM,0.16054267947993217,0.2583201267828843,0.3426201736366494
One-Class SVM,0.16054267947993217,0.25990491283676703,0.3426201736366494
One-Class SVM,0.16449971735443752,0.25990491283676703,0.3426201736366494
One-Class SVM,0.16449971735443752,0.26148969889064977,0.3426201736366494
One-Class SVM,0.17976257772752968,0.26148969889064977,0.3426201736366494
One-Class SVM,0.17976257772752968,0.2630744849445325,0.3426201736366494
One-Class SVM,0.19219898247597514,0.2630744849445325,0.3426201736366494
One-Class SVM,0.19219898247597514,0.26465927099841524,0.3426201736366494
One-Class SVM,0.19559072922555115,0.26465927099841524,0.3426201736366494
One-Class SVM,0.19559072922555115,0.2662440570522979,0.3426201736366494
One-Class SVM,0.1978518937252685,0.2662440570522979,0.3426201736366494
One-Class SVM,0.1978518937252685,0.26782884310618066,0.3426201736366494
